식당ID,식당명,도로명주소,지번주소,식당위도,식당경도,식당전화번호,식당업태,영업인허가명,음식점소개내용
749827,감성커피(조선대점),광주광역시 동구 필문대로 331,광주광역시 동구 학동 520-4,35.1421,126.9248,062-234-6994,기타,일반음식점,"""감성커피(조선대점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
750566,골목길(동명점),광주광역시 동구 동계천로 143-34,광주광역시 동구 동명동 72-35,35.1497,126.9256,,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""골목길(동명점)""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
750582,거북이식당,광주광역시 동구 양림로 123-1,광주광역시 동구 학동 63-9,35.1403,126.9213,062-223-3222,기타,일반음식점,"""거북이식당""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
750752,뚜레쥬르(광주금남로점),광주광역시 동구 금남로 162-1,광주광역시 동구 금남로5가 61-5,35.1527,126.9112,062-463-1799,제과점영업,제과점영업,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로5가역 근처에 있는 ""뚜레쥬르(광주금남로점)""를 추천합니다!"
751267,맥주공주,광주광역시 동구 제봉로110번길 22,광주광역시 동구 장동 82-2,35.1489,126.9241,,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""맥주공주""를 추천합니다!"
752202,카페그란데(충장점),광주광역시 동구 충장로 72,광주광역시 동구 충장로3가 24,35.1487,126.9153,062-224-1583,커피숍,휴게음식점,"""카페그란데(충장점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
752298,330장금이,광주광역시 동구 제봉로222번길 10-24,광주광역시 동구 대인동 322-18,35.1549,126.9152,062-233-0010,한식,일반음식점,"""330장금이""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
752608,깡다구(산수점),광주광역시 동구 필문대로153번길 33,광주광역시 동구 산수동 111-19,35.158,126.9351,062-224-4432,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""깡다구(산수점)""에 가보시는 건 어떨까요?"
752969,농장다리,광주광역시 동구 동명로69번길 2,광주광역시 동구 지산동 722-54,35.1512,126.9283,062-222-7080,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""농장다리""를 추천합니다."
753097,파리바게뜨(소태점),광주광역시 동구 의재로 84,광주광역시 동구 소태동 722-37,35.1318,126.9367,062-222-6808,제과점영업,제과점영업,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""파리바게뜨(소태점)""를 추천합니다!"
753497,포레스트레인,광주광역시 동구 무등로384번길 43,광주광역시 동구 산수동 451-6,35.1566,126.9263,062-233-0413,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""포레스트레인""을 추천합니다!"
753523,데이오프나이트,광주광역시 동구 동명로26번길 5,광주광역시 동구 동명동 155-9,35.1513,126.9244,,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""데이오프나이트""를 추천합니다!"
753928,오천년 코다리 감자탕,광주광역시 동구 제봉로 194,광주광역시 동구 대인동 313-12,35.1534,126.9163,062-222-8783,분식,일반음식점,"""오천년 코다리 감자탕""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
753929,화월,광주광역시 동구 문화전당로35번길 20,광주광역시 동구 불로동 129,35.1452,126.9169,,기타,일반음식점,"""화월""은 광주광역시 동구에 있습니다."
754469,오로지한우명가식육식당,광주광역시 동구 무등로 392,광주광역시 동구 계림동 522-7,35.16,126.9254,062-222-9290,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""오로지한우명가식육식당""을 추천합니다."
754644,만커우샹,광주광역시 동구 제봉로82번길 13-14,광주광역시 동구 서석동 42-3,35.1471,126.9227,062-233-1314,기타,일반음식점,"""만커우샹""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
754801,뜨앙,광주광역시 동구 제봉로 62,광주광역시 동구 남동 88-4,35.1439,126.9213,062-222-3025,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""뜨앙""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
755939,에가오,광주광역시 동구 서석로7번길 17,광주광역시 동구 불로동 43,35.1464,126.9136,,일식,일반음식점,"""에가오""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
756290,학운왕족발&보쌈,광주광역시 동구 남문로 555,광주광역시 동구 용산동 270-4,35.1208,126.933,062-234-5550,기타,일반음식점,"""학운왕족발&보쌈""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 소태역입니다."
756569,산수커피,광주광역시 동구 동계로12번길 13,광주광역시 동구 산수동 363-10,35.1531,126.9256,062-236-4478,기타,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""산수커피""를 방문해보세요!"
757618,etre haut (에뜨레오뜨),광주광역시 동구 녹동길 88-16,광주광역시 동구 월남동 280,35.105,126.9331,,커피숍,휴게음식점,"""etre haut (에뜨레오뜨)""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
757734,바른카페(계림점),광주광역시 동구 계림로30번길 15,광주광역시 동구 계림동 1815,35.1578,126.9249,062-225-0131,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""바른카페(계림점)""를 추천합니다!"
757796,힉힉호무리과자점,광주광역시 동구 경양로 377,광주광역시 동구 산수동 554-13,35.1544,126.9302,,커피숍,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""힉힉호무리과자점""을 추천합니다!"
758340,롯데리아(광주학동점),광주광역시 동구 남문로 682,광주광역시 동구 학동 750-71,35.1316,126.9292,062-234-0001,패스트푸드,휴게음식점,"""롯데리아(광주학동점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 학동증심사입구역입니다."
759205,치킨더홈(광주지산점),광주광역시 동구 지호로 28,광주광역시 동구 지산동 694-33,35.1481,126.9321,062-412-9959,기타,일반음식점,"광주광역시 동구에 가신다면 ""치킨더홈(광주지산점)""에 방문해보세요~"
759222,BBQ올리브치킨,광주광역시 동구 지호로 28,광주광역시 동구 지산동 694-33,35.1481,126.9321,,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""BBQ올리브치킨""을 추천합니다."
759638,롯데리아(광주충장점),광주광역시 동구 충장로 77-7,광주광역시 동구 충장로3가 14-2,35.1488,126.9161,062-227-2266,패스트푸드,휴게음식점,"""롯데리아(광주충장점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
760023,사랑빵집,광주광역시 동구 지호로100번길 2,광주광역시 동구 지산동 218-33,35.148,126.9395,062-236-5091,제과점영업,제과점영업,"광주광역시 동구에서 맛집을 찾으신다면 ""사랑빵집""을 추천합니다."
760403,꽃분이,광주광역시 동구 제봉로 14,광주광역시 동구 학동 12-8,35.1404,126.9228,,커피숍,휴게음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""꽃분이""를 추천합니다!"
760812,플랜티,광주광역시 동구 필문대로273번길 11,광주광역시 동구 지산동 519-5,35.1465,126.9288,,커피숍,휴게음식점,"""플랜티""는 광주광역시 동구에 있습니다."
760989,디커피스토리(동구청점),광주광역시 동구 서남로 1,광주광역시 동구 서석동 31,35.1461,126.9233,062-224-1410,커피숍,휴게음식점,"""디커피스토리(동구청점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
761063,스타일,광주광역시 동구 구성로 228,광주광역시 동구 계림동 470-32,35.1551,126.9166,,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""스타일""에 가보시는 건 어떨까요?"
761110,일상 그리다,광주광역시 동구 의재로 73,광주광역시 동구 학동 275-5,35.1321,126.9357,,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""일상 그리다""에 방문해보세요. 학동증심사입구역 근처에 있습니다."
761310,동지구,광주광역시 동구 동명로25번길 11,광주광역시 동구 동명동 200-156,35.1516,126.9224,,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""동지구""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
761323,이소양과점,광주광역시 동구 제봉로 63,광주광역시 동구 남동 90-2,35.1441,126.921,062-222-0323,제과점영업,제과점영업,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""이소양과점""을 추천합니다!"
761355,희피희피 평상집,광주광역시 동구 동명로 8-6,광주광역시 동구 장동 58-12,35.1497,126.9228,062-236-0292,한식,일반음식점,"""희피희피 평상집""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
763091,이삭푸드,광주광역시 동구 백서로125번길 35,광주광역시 동구 금동 30-17,35.1446,126.9173,062-227-8616,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""이삭푸드""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
763928,곰이네,광주광역시 동구 충장로 93-10,광주광역시 동구 충장로1가 1-1,35.1479,126.9178,062-236-3009,한식,일반음식점,"""곰이네""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
764345,한끼맛있다(광주충장로점),광주광역시 동구 중앙로160번길 12-1,광주광역시 동구 황금동 111,35.1475,126.9144,062-222-7779,경양식,일반음식점,"""한끼맛있다(광주충장로점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
764528,도이,광주광역시 동구 지산로 37,광주광역시 동구 지산동 461-7,35.1472,126.9318,062-412-6846,기타,일반음식점,"""도이""는 광주광역시 동구에 있습니다."
765051,참냉면,광주광역시 동구 학소로 116-1,광주광역시 동구 소태동 515-4,35.1301,126.9325,062-233-5635,냉면집,일반음식점,"""참냉면""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 학동증심사입구역입니다."
765182,미스터꽈배기,광주광역시 동구 필문대로 279,광주광역시 동구 동명동 120-22,35.1465,126.9276,,기타 휴게음식점,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""미스터꽈배기""를 추천합니다!"
765366,평화식당,광주광역시 동구 서석로7번길 6-27,광주광역시 동구 불로동 9-1,35.1461,126.9153,062-226-6226,한식,일반음식점,"""평화식당""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
765639,에그드랍,광주광역시 동구 중앙로160번길 30-1,광주광역시 동구 황금동 91-1,35.1465,126.9159,062-528-7979,분식,일반음식점,"""에그드랍""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
765771,베트남쌀국수 리얼하노이(광주동구2호점),광주광역시 동구 문화전당로35번길 3-6,광주광역시 동구 남동 171-1,35.1454,126.9186,062-224-7762,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""베트남쌀국수 리얼하노이(광주동구2호점)""를 추천합니다!"
765934,클로우치,광주광역시 동구 동명로25번길 9-4,광주광역시 동구 동명동 200-13,35.1516,126.9225,,커피숍,휴게음식점,"""클로우치""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
765991,슈바빙,광주광역시 동구 준법로25번길 16,광주광역시 동구 지산동 707-38,35.1506,126.936,062-223-2221,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""슈바빙""을 추천합니다."
766562,독일맥주집,광주광역시 동구 서석로 34-3,광주광역시 동구 광산동 65-1,35.146,126.9176,062-222-2006,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""독일맥주집""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
766863,유화담,광주광역시 동구 금남로 193-18,광주광역시 동구 금남로4가 5,35.1515,126.915,062-413-2579,기타,일반음식점,"광주광역시 동구에 가신다면 ""유화담""에 방문해보세요~"
767206,족발로맨스(산수동 본점),광주광역시 동구 밤실로 76-2,광주광역시 동구 산수동 23-11,35.1542,126.9367,062-222-0882,기타,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""족발로맨스(산수동 본점)""를 방문해보세요!"
767468,카패동심,광주광역시 동구 동명로25번길 7-2,광주광역시 동구 동명동 200-182,35.1515,126.9228,,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""카패동심""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
769138,오노프,광주광역시 동구 동명로 8-1,광주광역시 동구 장동 58-69,35.1499,126.9228,070-7537-0336,기타,일반음식점,"""오노프""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
769283,골목길,광주광역시 동구 독립로264번길 4-5,광주광역시 동구 금남로5가 1-31,35.1542,126.9115,062-222-6791,한식,일반음식점,"""골목길""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로5가역입니다."
769297,인더하우스(금남로점),광주광역시 동구 중앙로196번길 31-7,광주광역시 동구 대의동 82-2,35.1491,126.9188,062-225-6515,기타,일반음식점,"""인더하우스(금남로점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
770691,바른카페(학동점),광주광역시 동구 남문로753번길 20,광주광역시 동구 학동 1022,35.1372,126.9232,,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""바른카페(학동점)""를 추천합니다."
770785,맘앤선키친,광주광역시 동구 금남로 170-32,광주광역시 동구 금남로5가 62-20,35.152,126.9115,,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로5가역 근처에 있는 ""맘앤선키친""을 추천합니다!"
770809,카페몽누아(조선대 본점),광주광역시 동구 필문대로 309,광주광역시 동구 서석동 375,35.1429,126.9346,062-268-5887,커피숍,휴게음식점,"광주광역시 동구에서 식당을 찾으신다면? ""카페몽누아(조선대 본점)""를 방문해보세요!"
770818,외쿡포차,광주광역시 동구 동계로 7,광주광역시 동구 동명동 200-22,35.1525,126.9241,,기타,일반음식점,"""외쿡포차""는 광주광역시 동구에 있습니다."
771557,앨리,광주광역시 동구 동계천로 167-5,광주광역시 동구 동명동 50-10,35.1494,126.9276,062-400-6413,제과점영업,제과점영업,"광주광역시 동구에서 식당을 찾으신다면? ""앨리""를 방문해보세요!"
771881,도노,광주광역시 동구 천변우로 363-46,광주광역시 동구 호남동 37-2,35.1487,126.9124,062-522-3191,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""도노""를 추천합니다!"
771972,컴포즈커피(광주충장로점),광주광역시 동구 충장로 103,광주광역시 동구 충장로1가 8-6,35.1471,126.9182,070-7543-8901,커피숍,휴게음식점,"""컴포즈커피(광주충장로점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
772217,남광주 연탄구이,광주광역시 동구 제봉로17번길 23-1,광주광역시 동구 학동 81-13,35.1386,126.9205,062-222-9244,기타,일반음식점,"""남광주 연탄구이""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
772228,메종(gour·met maison),광주광역시 동구 소태길3번길 26,광주광역시 동구 소태동 219,35.1216,126.9358,062-228-6675,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""메종(gour·met maison)""에 가보시는 건 어떨까요?"
772268,카페크리마,광주광역시 동구 남문로754번길 2,광주광역시 동구 학동 31-40,35.1373,126.9253,,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""카페크리마""에 방문해보세요. 학동증심사입구역 근처에 있습니다."
772578,샐러디(조선대점),광주광역시 동구 필문대로 309,광주광역시 동구 서석동 375,35.1429,126.9346,062-233-9990,기타 휴게음식점,휴게음식점,"광주광역시 동구에서 식당을 찾으신다면? ""샐러디(조선대점)""를 방문해보세요!"
772641,더큰도시락(조선대점),광주광역시 동구 필문대로 309,광주광역시 동구 서석동 375,35.1429,126.9346,062-233-1515,기타,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""더큰도시락(조선대점)""을 추천합니다!"
772727,노블레스PC,광주광역시 동구 문화전당로23번길 38-1,광주광역시 동구 금동 48-1,35.1439,126.9156,,기타 휴게음식점,휴게음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""노블레스PC""를 추천합니다!"
772754,석관동떡볶이(조선대점),광주광역시 동구 필문대로 309,광주광역시 동구 서석동 375,35.1429,126.9346,062-222-4975,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""석관동떡볶이(조선대점)""를 추천합니다!"
772768,만권화밥(조선대점),광주광역시 동구 필문대로 309,광주광역시 동구 서석동 375,35.1429,126.9346,062-232-3210,기타 휴게음식점,휴게음식점,"""만권화밥(조선대점)""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
772998,문글로우,광주광역시 동구 동명로67번길 16-7,광주광역시 동구 지산동 676-6,35.1524,126.9274,,기타,일반음식점,"""문글로우""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
773093,제라진(조선대점),광주광역시 동구 필문대로 309,광주광역시 동구 서석동 375,35.1429,126.9346,062-229-1006,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""제라진(조선대점)""에 가보시는 건 어떨까요?"
773550,보암커피로스터스,광주광역시 동구 필문대로192번길 17-2,광주광역시 동구 산수동 558-4,35.1534,126.9296,,커피숍,휴게음식점,"""보암커피로스터스""는 광주광역시 동구에 있습니다."
773551,카페온화(광주점),광주광역시 동구 동계천로 151-31,광주광역시 동구 동명동 68-48,35.1495,126.9262,062-236-0012,커피숍,휴게음식점,"""카페온화(광주점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
773985,블랑코,광주광역시 동구 지호로 119,광주광역시 동구 지산동 86-1,35.1493,126.9416,,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""블랑코""에 가보시는 건 어떨까요?"
774133,광주제일햄버고,광주광역시 동구 구성로194번길 23,광주광역시 동구 대인동 144-3,35.1517,126.916,062-223-4949,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""광주제일햄버고""에 방문해보세요. 금남로4가역 근처에 있습니다."
774367,플랜티(충장점),광주광역시 동구 충장로 80-4,광주광역시 동구 충장로3가 16,35.1484,126.9158,,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""플랜티(충장점)""를 추천합니다!"
774670,미보소주방,광주광역시 동구 구성로 222-1,광주광역시 동구 대인동 311-2,35.1547,126.9163,062-222-2146,한식,일반음식점,"""미보소주방""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
774674,엄마분식,광주광역시 동구 제봉로190번길 1-5,광주광역시 동구 대인동 313-3,35.1535,126.9167,,분식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""엄마분식""에 가보시는 건 어떨까요?"
774755,대한수산물회 판매장,광주광역시 동구 구성로 230-2,광주광역시 동구 계림동 471-31,35.1554,126.9168,,기타,일반음식점,"""대한수산물회 판매장""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
774843,카페아카이브,광주광역시 동구 독립로264번길 4-6,광주광역시 동구 금남로5가 1-27,35.1543,126.9114,062-223-8293,기타,일반음식점,"""카페아카이브""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로5가역입니다."
775374,지영이네,광주광역시 동구 제봉로17번길 24,광주광역시 동구 학동 81-10,35.1389,126.9205,062-224-9850,한식,일반음식점,"""지영이네""는 광주광역시 동구에 있습니다."
775717,동명마라,광주광역시 동구 장동로 43-1,광주광역시 동구 동명동 141-5,35.1475,126.9265,,기타,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""동명마라""를 추천합니다!"
775971,봉이네,광주광역시 동구 동계천로 59-2,광주광역시 동구 계림동 366-5,35.1539,126.9184,,한식,일반음식점,"""봉이네""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
776174,맷차,광주광역시 동구 동계천로 132,광주광역시 동구 장동 67-2,35.1495,126.9238,062-413-0303,커피숍,휴게음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""맷차""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
776381,호식이두마리치킨(산수점),광주광역시 동구 필문대로145번길 1-3,광주광역시 동구 산수동 538-37,35.1578,126.932,062-262-9935,기타,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""호식이두마리치킨(산수점)""을 방문해보세요!"
776382,스타다방,광주광역시 동구 중앙로 214,광주광역시 동구 궁동 7-7,35.1516,126.9175,,기타,일반음식점,"""스타다방""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
776407,블랑PC방,광주광역시 동구 필문대로 175,광주광역시 동구 산수동 539-16,35.155,126.9322,,일반조리판매,휴게음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""블랑PC방""을 추천합니다!"
777004,뉴브,광주광역시 동구 필문대로 110,광주광역시 동구 산수동 543-6,35.1607,126.9301,,커피숍,휴게음식점,"""뉴브""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
777100,요켈(계림본점),광주광역시 동구 무등로384번길 25-2,광주광역시 동구 계림동 521-26,35.1582,126.9258,,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""요켈(계림본점)""을 추천합니다."
777485,산수육회,광주광역시 동구 필문대로191번길 5-6,광주광역시 동구 산수동 518-17,35.1536,126.9325,,기타,일반음식점,"광주광역시 동구에 가신다면 ""산수육회""에 방문해보세요~"
777501,회뜨는총각,광주광역시 동구 남문로 377,광주광역시 동구 월남동 620,35.1043,126.9374,,일식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""회뜨는총각""에 방문해보세요. 녹동역 근처에 있습니다."
777645,싸리,광주광역시 동구 필문대로192번길 16-2,광주광역시 동구 산수동 557-27,35.1537,126.9298,,기타,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""싸리""를 추천합니다!"
777713,정남진포차,광주광역시 동구 무등로 423,광주광역시 동구 산수동 547-56,35.1584,126.9282,070-8191-0289,기타,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""정남진포차""를 추천합니다!"
777918,잭,광주광역시 동구 제봉로 230,광주광역시 동구 대인동 321-13,35.1555,126.9131,,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""잭""을 추천합니다!"
778379,바른카페(조대점),광주광역시 동구 필문대로 277,광주광역시 동구 동명동 118-9,35.1466,126.9277,,기타,일반음식점,"광주광역시 동구에 가신다면 ""바른카페(조대점)""에 방문해보세요~"
778700,브로스 PC방,광주광역시 동구 필문대로192번길 6-6,광주광역시 동구 산수동 555-11,35.1541,126.9308,,기타 휴게음식점,휴게음식점,"광주광역시 동구에서 식당을 찾으신다면? ""브로스 PC방""을 방문해보세요!"
779626,cafe601,광주광역시 동구 남계길 60-1,광주광역시 동구 내남동 246,35.0924,126.9389,,기타,일반음식점,"""cafe601""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
779689,스무디킹(스무디킹 CGV광주금남로점),광주광역시 동구 중앙로160번길 16-7,광주광역시 동구 불로동 1-21,35.1468,126.9147,062-410-7173,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""스무디킹(스무디킹 CGV광주금남로점)""을 추천합니다!"
780452,미스떼르팡세,광주광역시 동구 필문대로295번길 23-4,광주광역시 동구 서석동 445-7,35.1443,126.9292,062-234-8003,커피숍,휴게음식점,"광주광역시 동구에 가신다면 ""미스떼르팡세""에 방문해보세요~"
780551,마피아떡볶이(조선대점),광주광역시 동구 지산로 42,광주광역시 동구 지산동 462-18,35.1475,126.9323,062-229-5224,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""마피아떡볶이(조선대점)""를 추천합니다!"
780670,명랑핫도그(광주학동점),광주광역시 동구 남문로 671,광주광역시 동구 학동 858-5,35.1306,126.9291,062-223-9575,기타 휴게음식점,휴게음식점,"""명랑핫도그(광주학동점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 학동증심사입구역입니다."
780851,호시정,광주광역시 동구 동계천로 137-9,광주광역시 동구 동명동 154-17,35.1498,126.9248,062-446-0610,기타,일반음식점,"""호시정""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
781341,유달리(학동점),광주광역시 동구 학소로 109,광주광역시 동구 소태동 1103,35.1295,126.9318,062-228-9996,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""유달리(학동점)""에 방문해보세요. 학동증심사입구역 근처에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
781473,가내수공업(동명점),광주광역시 동구 장동로 15-2,광주광역시 동구 장동 85-2,35.1486,126.924,062-222-8590,경양식,일반음식점,"""가내수공업(동명점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
781677,플랜티(문화전당점),광주광역시 동구 서석로 44,광주광역시 동구 광산동 77-3,35.1466,126.9184,062-224-1999,커피숍,휴게음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""플랜티(문화전당점)""를 추천합니다!"
781798,오버롤,광주광역시 동구 동계천로 135-6,광주광역시 동구 동명동 154-20,35.1497,126.9246,,기타,일반음식점,"""오버롤""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
782015,에스앤제이,광주광역시 동구 필문대로 241,광주광역시 동구 동명동 7-2,35.1493,126.9295,062-224-2295,제과점영업,제과점영업,"광주광역시 동구에서 맛집을 찾으신다면 ""에스앤제이""를 추천합니다."
782658,지호로70 (Jihoro70),광주광역시 동구 지호로 70,광주광역시 동구 지산동 190,35.1476,126.9365,,기타,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""지호로70 (Jihoro70)""를 추천합니다!"
782835,장가계,광주광역시 동구 동명로 92,광주광역시 동구 지산동 718-7,35.1507,126.9305,062-676-6800,중국식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""장가계""를 추천합니다."
782838,미스사이공(충장점),광주광역시 동구 예술길 31-15,광주광역시 동구 대의동 10-1,35.1499,126.9198,062-229-0741,기타,일반음식점,"""미스사이공(충장점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
783030,까라벨라데오로,광주광역시 동구 동계천로 131,광주광역시 동구 동명동 154-57,35.1497,126.9242,062-222-5999,기타,일반음식점,"""까라벨라데오로""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
783901,에프터웍스,광주광역시 동구 동명로14번길 29,광주광역시 동구 동명동 68-35,35.1499,126.9265,,기타,일반음식점,"""에프터웍스""는 광주광역시 동구에 있습니다."
